"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Musa Mohammed, E.; Masupha, N.E.; Xulu, S.","Musa Mohammed, Mohammed Omar (26634804400); Masupha, Nthabeleng E. (58295267600); Xulu, Sifiso (57211415215)","26634804400; 58295267600; 57211415215","Spatial Assessment and Prediction of Urbanization in Maseru Using Earth Observation Data","2023","Applied Sciences (Switzerland)","13","10","5854","","","6","10.3390/app13105854","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160678471&doi=10.3390%2Fapp13105854&partnerID=40&md5=98d4000be6175f84d777c4ff86eae4b6","The availability of geospatial data infrastructure and earth observation technology can play an essential role in facilitating the monitoring of sustainable urban development. However, in most developing countries, a spatiotemporal evaluation of urban growth is still lacking. Maseru, Lesotho’s capital and largest city, is growing rapidly due to various socioeconomic and demographic driving forces. However, urban expansion in developing countries has been characterized by entangled structures and trends exacerbating numerous negative consequences such as ecological degradation, the loss of green space, and pollution. Understanding the urban land use and land cover (LULC) dynamic is essential to mitigate such adverse impacts. This study focused on mapping and quantifying the urban extension in Maseru, using Landsat imagery from 1988 to 2019, based on the Support Vector Machines (SVM) classifier. We also simulated and predicted LULC changes for the year 2050 using the cellular automata model of an artificial neural network (ANN-CA). Our results showed a notable increase in the built-up area from 15.3% in 1988 to 48% in 2019 and bare soil from 12.3% to 35.3%, while decreased agricultural land (21.7 to 1.7%), grassland (43.3 to 10.5%) and forest vegetation (5.5 to 3.2%) were observed over the study period. The classified maps have high accuracy, between 88% and 95%. The ANN-CA projections for 2050 show that built-up areas will continue to increase with a decrease in agricultural fields, bare soil, grasslands, water bodies and woody vegetation. To our knowledge, this is the first detailed, long-term study to provide insights on urban growth to planners and other stakeholders in Maseru in order to improve the implementation of the Maseru 2050 urban plan. © 2023 by the authors.","ANN-CA; change detection; land use and land cover (LULC) changes; Landsat; Lesotho; prediction; urbanization","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85160678471"
"Yang, J.; Zhai, D.-L.; Fang, Z.; Alatalo, J.M.; Yao, Z.; Yang, W.; Su, Y.; Bai, Y.; Zhao, G.; Xu, J.","Yang, Jianbo (57208480369); Zhai, Deli (54409877400); Fang, Zhou (57216615618); Alatalo, Juha M. (6602792035); Yao, Zhiliang (57220571756); Yang, Wei (59836636600); Su, Yufang (15081887500); Bai, Yang (55461106100); Zhao, Gaojuan (56344807300); Xu, Jianchu (55801955700)","57208480369; 54409877400; 57216615618; 6602792035; 57220571756; 59836636600; 15081887500; 55461106100; 56344807300; 55801955700","Changes in and driving forces of ecosystem services in tropical southwestern China","2023","Ecological Indicators","149","","110180","","","29","10.1016/j.ecolind.2023.110180","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151031138&doi=10.1016%2Fj.ecolind.2023.110180&partnerID=40&md5=21ab0a0698ca703fb69836759ab012bd","Tropical forests provide important ecosystem services and biodiversity for the world. With human activities and economic growth, tropical forests are becoming the primary sources of new plantations, making tropical regions hotspots of ecosystem service degenerations and biodiversity losses. Understanding the driving forces of ecological consequences is the key to local sustainable development and human well-being improvements. Therefore, we spatially quantified the changes in ecosystem services in tropical China in the past twenty years by remote sensing and InVEST model. The driving forces were further investigated by using Geodetector. We found that: 1) in the past twenty years, the area of evergreen broad-leaved forests, coniferous forests, and rubber forests have increased by 13.01%, 43.39%, and 101.23%, respectively. The shrublands and agricultural lands are the major contributors to these increased areas; 2) with the area increasing of forests, carbon storage and soil retention have increased by 9.40% and 0.30%, while nitrogen export and water yield have decreased by 43.30%, and 12.27%. This pattern of increase in carbon storage and soil retention was found in the highlands, while not in the lowlands, where large areas of evergreen broad-leaved forests have been converted to rubber forests; 3) NDVI was highly correlated to the carbon storage (q value = 0.201) and nitrogen export (q value = 0.109), while slope and precipitation mainly affected the soil retention (q value = 0.253) and water yield (q value = 0.073), respectively. This study provides a reference for ecological protection and management in tropical China. © 2023 The Author(s)","Driving factors; Ecosystem services; Land use/cover changes; Tree plantations; Tropical forests","Biodiversity; Economics; Ecosystems; Forestry; Land use; Nitrogen; Remote sensing; Rubber plantations; Soils; Tropics; Carbon storage; Driving factors; Driving forces; Ecosystem services; Evergreen broad-leaved forests; Land use/cover change; Q-values; Soil retention; Tree plantations; Tropical forest; Rubber; biodiversity; carbon storage; ecosystem service; forest ecosystem; human activity; land cover; land use change; NDVI; precipitation (climatology); remote sensing; soil-vegetation interaction; sustainable development; tree planting; tropical forest; water yield; China","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85151031138"
"Ebright, S.J.; Stan, A.B.; Hoang, H.V.; Fulé, P.Z.","Ebright, Samuel J. (57215033238); Stan, Amanda B. (13103780800); Hoang, Van Sam (58646906700); Fulé, Peter Z. (6701885399)","57215033238; 13103780800; 58646906700; 6701885399","Protected Areas Conserved Forests from Fire and Deforestation in Vietnam’s Central Highlands from 2001 to 2020","2023","Fire","6","4","164","","","7","10.3390/fire6040164","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85154589966&doi=10.3390%2Ffire6040164&partnerID=40&md5=aaa9c6f00131746f4a9374bdbfbf7463","As a tropical nation with ~40% forested land area and 290 protected areas in the Indo-Burma Biodiversity Hotspot, Vietnam holds an important part of global forests. Despite a complex history of multiple colonial rules, war, rapid economic development and societal growth, Vietnam was one of a few Southeast Asian countries to reverse deforestation trends and sustain net forest cover gain since the 1990s. However, a considerable amount of Vietnam’s forest gain has been from plantation forestry, as Vietnam’s policies have promoted economic development. In the Central Highlands region of Vietnam, widespread forest degradation and deforestation has occurred recently in some areas due to plantation forestry and other factors, including fire-linked deforestation, but protected areas here have been largely effective in their conservation goals. We studied deforestation, wildfires, and the contribution of fire-linked deforestation from 2001 to 2020 in an area near the Da Lat Plateau of the Central Highlands of Vietnam. We stratified our study area to distinguish legally protected areas and those in the surrounding landscape matrix without formal protection. Using satellite-derived data, we investigated four questions: (1) Have regional deforestation trends continued in parts of the Central Highlands from 2001 to 2020? (2) Based on remotely sensed fire detections, how has fire affected the Central Highlands and what proportion of deforestation is spatiotemporally linked to fire? (3) Were annual deforestation and burned area lower in protected areas relative to the surrounding land matrix? (4) Was the proportion of fire-linked deforestation lower in protected areas than in the matrix? To answer these questions, we integrated the Global Forest Change and FIRED VIETNAM datasets. We found that 3794 fires burned 8.7% of the total study area and 13.6% of the area became deforested between 2001 and 2020. While nearly half of fires were linked to deforestation, fire-linked deforestation accounted for only a small part of forest loss. Across the entire study area, 54% of fire-linked deforestation occurred in natural forests and 46% was in plantation forests. Fire ignitions in the study area were strongly linked to the regional dry season, November to March, and instrumental climate data from 1971 to 2020 showed statistically significant increasing trends in minimum, mean, and maximum temperatures. However, the total area burned did not have a significant increasing trend. Regional trends in deforestation continued in Vietnam’s Central Highlands from 2001 to 2020, and nearly half of all detected fires can be spatially and temporally linked to forest loss. However, protected areas in the region effectively conserved forests relative to the surrounding landscape. © 2023 by the authors.","deforestation; fire; national parks; remote sensing; spatial; tropical forest; Vietnam","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85154589966"
"Selvaraj, J.J.; Gallego Perez, B.E.","Selvaraj, John J. (56007385100); Gallego Perez, Bryan Ernesto (57211073908)","56007385100; 57211073908","An enhanced approach to mangrove forest analysis in the Colombian Pacific coast using optical and SAR data in Google Earth Engine","2023","Remote Sensing Applications: Society and Environment","30","","100938","","","17","10.1016/j.rsase.2023.100938","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149325542&doi=10.1016%2Fj.rsase.2023.100938&partnerID=40&md5=1713e784623391682ff15747243e0d4e","Accurate quantification of land cover is crucial for effectively planning and managing territories. For example, the Colombian Pacific Coast (CPC), a biodiversity hotspot, is home to mangrove forests that provide environmental services to local communities. This study utilized robust multi-sensor and multi-annual satellite data, combined with machine learning in the Google Earth Engine (GEE) platform, to improve the detection of mangrove forests in the CPC. Satellite images from the Landsat 5, 7, and 8 missions were utilized along with L-Band Synthetic Aperture Radar (SAR) data (ALOS-2/PALSAR-2) to quantify changes in mangrove cover between 2009 and 2019. Optical indices and SAR textures were used to identify mangrove cover, and a Random Forest supervised machine learning algorithm was applied for image classification. The multisensory composites produced moderate to high overall accuracies (OA) classifications. Our findings indicate that between 2009 (155,394.3 ha) and 2019 (144,704.3 ha), there was a net reduction of 6.88% in mangrove forest cover in the CPC. This study provides important insights into the conservation and management of Colombian coastal territories and demonstrates the effectiveness of using optical and radar data to accurately recognize coastal forest cover, specifically in tropical mangrove forests. © 2023 Elsevier B.V.","ALOS-2 PALSAR-2; Landsat; Machine learning; Remote sensing","","Article","Final","","Scopus","2-s2.0-85149325542"
"Mansour, S.; Ghoneim, E.; El-Kersh, A.; Said, S.; Abdelnaby, S.","Mansour, S. A. (37104712500); Ghoneim, Eman M. (16039236900); El-Kersh, Asmaa (58101758100); Said, Sayed (57212141268); Abdelnaby, Shimaa (58101230600)","37104712500; 16039236900; 58101758100; 57212141268; 58101230600","Spatiotemporal Monitoring of Urban Sprawl in a Coastal City Using GIS-Based Markov Chain and Artificial Neural Network (ANN)","2023","Remote Sensing","15","3","601","","","40","10.3390/rs15030601","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147973712&doi=10.3390%2Frs15030601&partnerID=40&md5=54fd3f41909aea1b87bc5e2f3e30d7c7","Over the last two decades, globally coastal areas have urbanized rapidly due to various socioeconomic and demographic driving forces. However, urban expansion in towns and cities of the developing world has been characterized by entangled structures and trends exacerbating numerous negative consequences such as pollution, ecological degradation, loss of agricultural land and green areas, and deprived settlements. Substantially, spatial simulation of urban growth and their consequences on coastal areas particularly in Egypt is still very rare. Geospatial modelling coastal urban growth is crucial and has enormous potential for coastal land use transformation and urban sustainability. The key aim of this study was to analyze spatiotemporal changes (2010–2020) and simulate future dynamics (2030 to 2050) of land use/land cover (LULC) in Alexandria Governorate, Egypt. Artificial Neural Network–Multiple Layer Perceptron (ANN-MLP) and Markov Chain techniques were employed within the GIS platform to assess processes of land transitions and predict urban growth trends, patterns and dimensions. The forecasting process was based on three maps of LULC derived from classified Landsat images of 2000, 2010 and 2020. In addition, topographical, demographic, accessibility, proximity factors were generated and developed in the form of raster spatial parameters of urbanization driving forces. The findings revealed that the observed expansion of the built-up area during one decade (2010–2020) was 12,477.51 ha, with a decline in agricultural area (7440.39 ha) and bare land (4904.91 ha). The projected change was forecasted to be 71,544 ha by 2030 and 81,983 ha in 2040 with a total of 35,998 ha increase in the built-up area and residential expansion by 2050. Despite this expected pattern of rapid changes, urban growth will be shaped by the key drivers of proximity to coastline and agricultural land transformation. The analysis indicates that the vertical urban growth will be most likely dominant along the coastal zone due to the lack of vacant lands, whereas the horizontal urban expansion will primarily take place towards the east-northeastern and south-southeastern directions of the city. The present work provides a holistic framework for establishing initial coastal land use plans not only for planners and urban administrators in Alexandria but also for policymakers and coastal municipalities in developing nations. © 2023 by the authors.","artificial neural network; coastal cities; GIS; Markov Chain; monitoring; urban growth","Agriculture; Coastal zones; Developing countries; Expansion; Forecasting; Geographic information systems; Land use; Markov processes; Multilayer neural networks; Population statistics; Agricultural land; Alexandria; Built-up areas; Coastal area; Coastal cities; Coastal lands; Driving forces; Land use/land cover; Urban expansion; Urban sprawl; Urban growth","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85147973712"
"Gaspar, L.P.; D A Scarpelli, M.; de Oliveira, E.G.; Alves, R.S.-C.; Gomes, A.M.; Wolf, R.; Ferneda, R.V.; Kamazuka, S.H.; Gussoni, C.O.A.; Ribeiro, M.C.","Gaspar, Lucas Pacciullio (57208343089); D A Scarpelli, Marina (58854786400); de Oliveira, Eliziane Garcia (56181523600); Alves, Rafael Souza Cruz (57193456208); Gomes, Arthur Monteiro (57212766929); Wolf, Rafaela (58854415900); Ferneda, Rafaela Vitti (58854416000); Kamazuka, Silvia Harumi (58067261000); Gussoni, Carlos Otávio Araujo (18041919900); Ribeiro, Milton Cezar (26321928900)","57208343089; 58854786400; 56181523600; 57193456208; 57212766929; 58854415900; 58854416000; 58067261000; 18041919900; 26321928900","Predicting bird diversity through acoustic indices within the Atlantic Forest biodiversity hotspot","2023","Frontiers in Remote Sensing","4","","1283719","","","9","10.3389/frsen.2023.1283719","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183622796&doi=10.3389%2Ffrsen.2023.1283719&partnerID=40&md5=bf14d948f256ba507720f1a4fc4ca3d0","The increasing conversion of natural areas for anthropic land use has been a major cause of habitat loss, destabilizing ecosystems and leading to a biodiversity crisis. Passive acoustic sensors open the possibility of remotely sensing fauna on large spatial and temporal scales, improving our understanding of the current state of biodiversity and the effects of human influences. Acoustic indices have been widely used and tested in recent years, with an aim towards understanding the relationship between indices and the acoustic activity of several taxa in different types of environments. However, studies have shown divergent relationships between acoustic indices and the vocal activity of most soniferous taxa. A combination of indices has, in turn, been reported as a promising tool for representing biodiversity in different contexts. We used uni- and bivariate models to test different combinations of 8 common indices in relation to bird assemblage metrics. We recorded twenty-two study sites in Brazil’s Atlantic Forest and three different types of environments in each site (forest, pasture, and swamp). Our results showed that 1) the best acoustic indices for explaining bird richness, abundance, and diversity were Bioacoustic and Acoustic Complexity; 2) the type of environment (forest, pasture, and swamp) influenced the performance of acoustic indices in explaining bird biodiversity, with the highest score model (biggest R2 value) being a combination between Acoustic Diversity and Bioacoustic indices. Our results do support the use of acoustic indices in monitoring the acoustic activity of birds, but combining indices is encouraged since it provided the best results. However, given the divergence we found across environments, we recommend that sets of indices are tested to determine which of them best describe the biodiversity pattern models for a specific habitat. Based on our results, we propose that biodiversity patterns can be predicted through acoustic patterns. However, the level of confidence will depend on the acoustic index used and on focal taxa of interest (i.e., birds, amphibians, insects, and mammals). © © 2023 Gaspar, D. A. Scarpelli, Oliveira, Alves, Gomes, Wolf, Ferneda, Kamazuka, Gussoni and Ribeiro.","acoustic remote sensing; acoustic surveys; Atlantic Forest; ecoacoustics; long-term ecological research; long-term monitoring; passive acoustic monitoring; tropical ecology","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85183622796"
"Titus, C.J.; Jesudhas, C.J.","Titus, C. Jeswin (58403298600); Jesudhas, Colins Johnny (57222520286)","58403298600; 57222520286","Urban Sprawl Modelling Using the CA- MARKOV Model for Thoothukudi City","2023","Geoinformatics for Sustainable Urban Development","","","","19","32","0","10.1201/9781003331001-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163556343&doi=10.1201%2F9781003331001-2&partnerID=40&md5=705709f42c6bd8dcfc74fb8b3ea53d8f","Urbanisation leads to an increase in the impervious layer due to the increase in population. Over the past few decades, developing countries have faced the adverse effects of this phenomenon, in ecosystems lacking sustainable development. Urbanisation is generally witnessed predominantly in the urban fringes. Thoothukudi city, a sea gateway of Tamil Nadu, has been experiencing urbanisation in recent years. The objective of this work was to develop a prediction model by characterising the trend of sprawl taking place in urban environments of the city. Land use/land cover (LULC) maps were prepared for the years 2009, 2013, and 2017 from LANDSAT series datasets. A maximum likelihood classification algorithm was used for classification and the accuracy was assessed. Land use analysis of Thoothukudi city revealed that the urban area had increased from 16% in 2009 to 39% in 2017, with an overall increase of 23%. The vegetation decreased from 48% in 2009 to 24% in 2017 and, similarly, water bodies decreased from 26% in 2009 to 24% in 2017. The CA-MARKOV model was used to study the trend and to predict the LULC change. The model was validated for the year 2017 and the land use was predicted for the year 2021. The predicted result showed that the urban area would increase from 16% in 2009 to 46% in 2021 due to rapid urbanisation in the fringes of the city. The results obtained provide urban planners and decision-makers with important spatial information for formulating future development strategies that could control or minimise negative impacts on the urban environment. © 2023 CRC Press.","","","Book chapter","Final","","Scopus","2-s2.0-85163556343"
"Hirpa, B.A.; Adane, G.B.; Asrat, A.; Nedaw, D.; Song, C.; Roh, M.; Lee, W.-K.","Hirpa, Birtukan Abebe (57219850061); Adane, Girma Berhe (57219846348); Asrat, Asfawossen (15768619100); Nedaw, Dessie (55902228500); Song, Cholho (56834946000); Roh, Minwoo (57220743979); Lee, Wookyun (14050751600)","57219850061; 57219846348; 15768619100; 55902228500; 56834946000; 57220743979; 14050751600","Urban sprawl at the expense of cultivated land: decadal land use and land cover changes and future projections in the upper Awash basin of central Ethiopia","2023","Frontiers in Ecology and Evolution","11","","1160987","","","14","10.3389/fevo.2023.1160987","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161200280&doi=10.3389%2Ffevo.2023.1160987&partnerID=40&md5=910bcac7592678f2165dcd9183febbeb","Introduction: Urban sprawl in developing countries affects future sustainability concerns related to environment, ecology and cropland losses. This study aimed at identifying, classifying and quantifying the changes in land-use and land-cover (LULC) during the last two decades (2000–2020) and predict the decadal pattern for the next three decades (2030–2050), with particular emphasis on urban sprawl at the expense of cultivated land in the upper Awash basin of central Ethiopia. Methods: Landsat images were used to analyze the LULC change dynamics using hybrid image classification and maximum likelihood classifier techniques. The Cellular Automata-Markov Chain (CAMC) Model was used to predict its future LULC change dynamics. A detailed analysis of the urban sprawl in the cities of Addis Ababa, Adama, and Mojo was also conducted. Results: It was observed that during the last two decades, settlements, particularly urban sprawls, substantially expanded at the expense of cultivated land, whereas the latter modestly expanded at the expense of forestland, bare land, and shrubland. From its size in 2000, the urban sprawl of Addis Ababa has grown in all directions towards cultivated land by more than six times in 2020 and is expected to become double of that by 2050 in the urban and peri-urban areas of the basin. Adama city has expanded by the same rate of 9.7% in the past two decades, while Mojo town has sprawled 9 folds between 2010 and 2020. The predicted percentage change in settlement for Addis Ababa and its neighboring districts within 22 km radius from the centroid shows a 40% expansion in 2030, 77% in 2040, and 87% in 2050 compared with the reference year 2020. Similarly, the Mojo town will expand significantly in 2030 (54%), 2040 (119%), and 2050 (by a staggering magnitude of 244%), while Adama will expand within the 12 km radius by 18%, 42%, and 117% in the next three respective decades. Discussion: The rapid cultivated land conversions in the basin may contribute to major shifts in urban and peri-urban ecological environments. Our predictive LULC change maps and urban sprawling could be useful for developing effective and sustainable land-use policies for environmental and ecological management in the upper Awash basin. 2023, Copyright © Hirpa, Adane, Asrat, Nedaw, Song, Roh and Lee.","Addis Ababa; CA-Markov; future trends; LULC; urban sprawl; urbanization","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85161200280"
"Wijayasari, W.; Rohmat, F.I.W.; Viridi, S.","Wijayasari, Winda (58086084400); Rohmat, Faizal I.W. (57211253133); Viridi, Sparisoma (14829794900)","58086084400; 57211253133; 14829794900","Spatial modeling to understand the dynamics of land cover MODIS satellite data and Markov Chain","2023","IOP Conference Series: Earth and Environmental Science","1165","1","012047","","","3","10.1088/1755-1315/1165/1/012047","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159708920&doi=10.1088%2F1755-1315%2F1165%2F1%2F012047&partnerID=40&md5=a0787143bc23fb222781fde9c8421097","The ever-increasing economic and population growth closely relates to the change in land cover. As a region grows, the land cover shifts from forests to agriculture and further to developed areas. Such a gradual change occurs slowly; however, understanding the land cover dynamics is essential to regional planning, especially in developing regions, including Indonesia. Despite its importance, studies on land cover changes in developing regions lack a coherent dataset, as many studies are based on ad-hoc approaches, resulting in embedded uncertainties. An example is the land cover classification using LANDSAT data in many parts of the developing countries lacking consistency. As an alternative, the MODIS dataset is a relatively new dataset produced by NASA, presenting a standardized land cover dataset with a 500×500 m resolution at global coverage. Such a standardized dataset gives consistency in land cover dynamics and future projections. This study presents the potential of MODIS and its use case in understanding land cover dynamics in an urbanizing watershed, i.e., the Majalaya Watershed in West Java, Indonesia. The study presents the use of Markov Chain Analysis in understanding the tendency of changes between land cover classes. This study also indicates future research directions to enrich the topic further. © Published under licence by IOP Publishing Ltd.","land cover; Majalaya watershed; Markov chain; MODIS; remote sensing","","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85159708920"
"Palliyaguru, C.; Basnayaka, V.; Makumbura, R.K.; Gunathilake, M.B.; Muttil, N.; Wimalasiri, E.M.; Rathnayake, U.","Palliyaguru, Chathura (58072241700); Basnayaka, Vindhya (57462398300); Makumbura, Randika K. (57742419100); Gunathilake, Miyuru B. (57219269363); Muttil, Nitin (6508237745); Wimalasiri, Eranga M. (57216757904); Rathnayake, Upaka Sanjeewa (57211021071)","58072241700; 57462398300; 57742419100; 57219269363; 6508237745; 57216757904; 57211021071","Evaluation of the Impact of Land Use Changes on Soil Erosion in the Tropical Maha Oya River Basin, Sri Lanka","2023","Land","12","1","107","","","11","10.3390/land12010107","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146634412&doi=10.3390%2Fland12010107&partnerID=40&md5=b45fbb9944d1f5db3b4fba1994d9dc21","Soil degradation is a serious environmental issue in many regions of the world, and Sri Lanka is not an exception. Maha Oya River Basin (MORB) is one of the major river basins in tropical Sri Lanka, which suffers from regular soil erosion and degradation. The current study was designed to estimate the soil erosion associated with land use changes of the MORB. The Revised Universal Soil Loss Equation (RUSLE) was used in calculating the annual soil erosion rates, while the Geographic Information System (GIS) was used in mapping the spatial variations of the soil erosion hazard over a 30-year period. Thereafter, soil erosion hotspots in the MORB were also identified. The results of this study revealed that the mean average soil loss from the MORB has substantially increased from 2.81 t ha−1 yr−1 in 1989 to 3.21 t ha−1 yr−1 in 2021, which is an increment of about 14.23%. An extremely critical soil erosion-prone locations (average annual soil loss > 60 t ha−1 yr−1) map of the MORB was developed for the year 2021. The severity classes revealed that approximately 4.61% and 6.11% of the study area were in high to extremely high erosion hazard classes in 1989 and 2021, respectively. Based on the results, it was found that the extreme soil erosion occurs when forests and vegetation land are converted into agricultural and bare land/farmland. The spatial analysis further reveals that erosion-prone soil types, steep slope areas, and reduced forest/vegetation cover in hilly mountain areas contributed to the high soil erosion risk (16.56 to 91.01 t ha−1 yr−1) of the MORB. These high soil erosional areas should be prioritized according to the severity classes, and appropriate land use/land cover (LU/LC) management and water conservation practices should be implemented as recommended by this study to restore degraded lands. © 2022 by the authors.","Geographic Information System (GIS); land use changes; remote sensing; Revised Universal Soil Loss Equation (RUSLE) model; soil erosion","erosion rate; GIS; land use change; remote sensing; Revised Universal Soil Loss Equation; soil degradation; soil erosion; Sri Lanka","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85146634412"
"Zenouzi, A.S.; Yenneti, K.; Teimouri, R.; Abbasiyan, F.; Palme, M.","Zenouzi, Alizadeh Shahin (58028352400); Yenneti, Komali (56811620800); Teimouri, Raziyeh (57202080418); Abbasiyan, Fatemeh (58028264200); Palme, Massimo (55505323600)","58028352400; 56811620800; 57202080418; 58028264200; 55505323600","Analysis of Changes in Vegetation Index during the Rapid Urban Spatial Development Period (1990–2020) in Tehran Metropolis, Iran","2022","Atmosphere","13","12","2010","","","15","10.3390/atmos13122010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144608412&doi=10.3390%2Fatmos13122010&partnerID=40&md5=73939c9a6c9d2f45be7dd03d1f7878f2","Rapid urbanisation, economic growth, and urban spatial development in developing countries, such as Iran, have resulted in tremendous loss of green cover and associated ecological problems. Any effort to achieve sustainable urban development should be supported by recognising and evaluating the ecological health of vegetation cover. This study investigates vegetation cover reduction and changes in the Tehran Metropolis, Iran and identifies the most important factors influencing the observed changes. The aim of this study is two-fold: first, to assess the spatio-temporal changes in vegetation cover in Tehran between 1990 and 2020, and second, to identify the factors contributing to the changes. The Normalised Difference Vegetation Index (NDVI) is used as an indicator of green cover. The spatial and statistical data used in this study were extracted from Landsat satellite imagery and the last approved Master Plan of Tehran (2006). Geographically Weighted Regression (GWR) and geographical modelling methods were employed to analyse vegetation cover in all municipal districts of the Tehran metropolis. The results show that the vegetation density in the Tehran metropolis decreased significantly (from 38,936.80 hectares to 4663.23 hectares) between 1990 and 2020. The expansion of construction lands and the increase of population density were the most significant factors affecting the reduction in vegetation cover in Tehran. In contrast, the growth of industrial units in the urban areas of Tehran had no significant relationship with vegetation cover. The results of this study can help urban planners understand the significant drivers of vegetation loss and identify appropriate interventions to prevent it. © 2022 by the authors.","green cover; Iran; NDVI; Tehran metropolis; urban development; vegetation index","Developing countries; Ecology; Economics; Population statistics; Urban growth; Vegetation; % reductions; Green cover; Iran; Normalized difference vegetation index; Rapid urbanizations; Spatial development; Tehran metropolis; Urban development; Vegetation cover; Vegetation index; Satellite imagery; developing world; ecological approach; environmental planning; industrial agglomeration; industrial development; land use change; NDVI; urban development; urban planning; urbanization; vegetation cover; vegetation index; Tehran [Iran]; Tehran [Tehran (PRV)]","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85144608412"
"Chintala, C.S.; Sarika, N.","Chintala, Sudhakar Reddy (58350738100); Sarika, N. (57783033300)","58350738100; 57783033300","Monitoring trends in global vegetation fire hot spots using MODIS data","2022","Spatial Information Research","30","5","","617","632","14","10.1007/s41324-022-00457-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133544267&doi=10.1007%2Fs41324-022-00457-2&partnerID=40&md5=976fbfb72099691b623c97bbdbefccd3","We identified hot spots trends in global vegetation fires based on 10-year long MODIS fire products. Additionally, we analyzed the occurrence of fire hot spots across climate zones, global land cover and global biodiversity hot spots. Fire hot spot zones were delineated by combining annual fire data with spatial statistics and space–time pattern mining. Spatial analysis shows no statistically significant trends of increase or decrease of vegetation fires from 2011 to 2020. Within the global vegetation fire hot spots, intensifying hot spots (38.1%) dominate followed by consecutive hot spots (30.5%), persistent hot spots (14.2%), sporadic hot spots (6.2%), oscillating hot spots (4.6%) and new hot spots (3.5%). The results shows that Africa has the highest fire hot spot area in the world which was dominated by a tropical savanna and hot semi-arid (steppe) climates. Future efforts should be focused towards the standardization of the techniques to enable identification of near real time vulnerable zones, predict fire risk areas, and evaluation of the management effectiveness for climate change mitigation and conservation policies. © 2022, The Author(s), under exclusive licence to Korean Spatial Information Society.","Biodiversity; Climate; Fire; Hot spot; Land cover; MODIS; Remote sensing","Climate change; Fires; Radiometers; Remote sensing; Vegetation; Climate; Fire products; Hotspots; Land cover; MODIS; Remote-sensing; Spacetime; Spatial spaces; Spatial statistics; Vegetation fire; Biodiversity","Article","Final","","Scopus","2-s2.0-85133544267"
